virus tax id	virus name 	virusqueryname	virus lineage	host tax id	host name	hostlineage	source
2588504	Stiles	Corynebacterium phage Stiles	"['Corynebacterium phage Stiles', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1725	Corynebacterium xerosis ATCC 373	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1089137	Stinger	Mycobacterium phage Stinger	"['Mycobacterium phage Stinger', 'Mycobacterium virus Stinger', 'Coopervirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2099446	StingRay	Microbacterium phage StingRay	"['Microbacterium phage StingRay', 'unclassified Ilzatvirus', 'Ilzatvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Stormageddon	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	2055	Gordonia terrae CAG3	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1655022	Stormborn	Propionibacterium phage Stormborn	"['Propionibacterium phage Stormborn', 'Propionibacterium virus Stormborn', 'Pahexavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1747	Propionibacterium acnes ATCC 6919	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1772317	Stratus	Arthrobacter phage Stratus	"['Arthrobacter phage Stratus', 'unclassified Decurrovirus', 'Decurrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	StrepC	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1931	Streptomyces sp. Strain C	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	StressBall	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Strokeseat	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Stromboli	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	StrongArm	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1887653	Strosahl	Gordonia phage Strosahl	"['Gordonia phage Strosahl', 'Gordonia virus Strosahl', 'Soupsvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2499062	Struggle	Mycobacterium phage Struggle	"['Mycobacterium phage Struggle', 'unclassified Pegunavirus', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2510577	Stubby	Mycobacterium phage Stubby	"['Mycobacterium phage Stubby', 'unclassified Bixzunavirus', 'Bixzunavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2483674	Stultus	Gordonia phage Stultus	"['Gordonia phage Stultus', 'unclassified Vividuovirus', 'Vividuovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2565527	Sucha	Microbacterium phage Sucha	"['Microbacterium phage Sucha', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2652883	Suerte	Gordonia phage Suerte	"['Gordonia phage Suerte', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	36822	Gordonia rubripertincta NRRL B-16540	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1414748	Suffolk	Mycobacterium phage Suffolk	"['Mycobacterium phage Suffolk', 'Mycobacterium virus Suffolk', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1327759	Sujidade	Streptomyces phage Sujidade	"['Streptomyces phage Sujidade', 'Streptomyces virus Sujidade', 'Likavirus', 'Arquatrovirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1916	Streptomyces lividans JI 1326	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Sukkupi	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2041550	Sulley	Mycobacterium phage Sulley	"['Mycobacterium phage Sulley', 'unclassified Timquatrovirus', 'Timquatrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2572318	Sumter	Mycobacterium phage Sumter	"['Mycobacterium phage Sumter', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2499019	Supakev	Arthrobacter phage Supakev	"['Arthrobacter phage Supakev', 'unclassified Korravirus', 'Korravirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2126817	SuperAwesome	Mycobacterium phage SuperAwesome	"['Mycobacterium phage SuperAwesome', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Superchunk	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2079591	Superfresh	Microbacterium phage Superfresh	"['Microbacterium phage Superfresh', 'unclassified Ilzatvirus', 'Ilzatvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	104336	Microbacterium foliorum NRRL B-24224 SEA	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1913038	SuperGrey	Mycobacterium phage SuperGrey	"['Mycobacterium phage SuperGrey', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2041563	Supernova	Propionibacterium phage Supernova	"['Propionibacterium phage Supernova', 'unclassified Pahexavirus', 'Pahexavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1747	Propionibacterium acnes ATCC 6919	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2041551	Superphikiman	Mycobacterium phage Superphikiman	"['Mycobacterium phage Superphikiman', 'unclassified Omegavirus', 'Omegavirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2079416	SuperSulley	Gordonia phage SuperSulley	"['Gordonia phage SuperSulley', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897553	Suppi	Arthrobacter phage Suppi	"['Arthrobacter phage Suppi', 'unclassified Korravirus', 'Korravirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2499063	Surely	Mycobacterium phage Surely	"['Mycobacterium phage Surely', 'unclassified Pegunavirus', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591192	Suscepit	Gordonia phage Suscepit	"['Gordonia phage Suscepit', 'unclassified Nymphadoravirus', 'Nymphadoravirus', 'Nymbaxtervirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015806	Sushi23	Streptomyces phage Sushi23	"['Streptomyces phage Sushi23', 'unclassified Samistivirus', 'Samistivirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1911	Streptomyces griseus ATCC 10137	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201430	Suzy	Gordonia phage Suzy	"['Gordonia phage Suzy', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1204525	SV1	Streptomyces phage SV1	"['Streptomyces phage SV1', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	54571	Streptomyces venezuelae 13s1	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2517970	SwagPigglett	Mycobacterium phage SwagPigglett	"['Mycobacterium phage SwagPigglett', 'unclassified Cheoctovirus', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201454	Swann	Rhodococcus phage Swann	"['Rhodococcus phage Swann', 'unclassified Rerduovirus', 'Rerduovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1833	Rhodococcus erythropolis RIA 643	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591119	SweatNTears	Gordonia phage SweatNTears	"['Gordonia phage SweatNTears', 'unclassified Emalynvirus', 'Emalynvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1555235	SweetiePie	Mycobacterium phage SweetiePie	"['Mycobacterium phage SweetiePie', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2315545	Sweets	Mycobacterium phage Sweets	"['Mycobacterium phage Sweets', 'unclassified Liefievirus', 'Liefievirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015869	Swenson	Arthrobacter phage Swenson	"['Arthrobacter phage Swenson', 'unclassified Decurrovirus', 'Decurrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1527534	Swirley	Mycobacterium phage Swirley	"['Mycobacterium phage Swirley', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1458715	Swish	Mycobacterium phage Swish	"['Mycobacterium phage Swish', 'Mycobacterium virus Soto', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250428	SwissCheese	Mycobacterium phage SwissCheese	"['Mycobacterium phage SwissCheese', 'unclassified Fromanvirus', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1034118	Switzer	Mycobacterium phage Switzer	"['Mycobacterium phage Switzer', 'Mycobacterium virus Switzer', 'Fromanvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	Syleon	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2250389	Synepsis	Arthrobacter phage Synepsis	"['Arthrobacter phage Synepsis', 'unclassified Gordonvirus', 'Gordonvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1763	SynergyX	Mycobacterium	"['Mycobacterium', 'Mycobacteriaceae', 'Corynebacteriales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2560607	TA17a	Mycobacterium phage TA17a	"['Mycobacterium virus TA17a', 'Rosebushvirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015890	Tachez	Mycobacterium phage Tachez	"['Mycobacterium phage Tachez', 'unclassified Timquatrovirus', 'Timquatrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1772318	TaeYoung	Arthrobacter phage TaeYoung	"['Arthrobacter phage TaeYoung', 'unclassified Marthavirus', 'Marthavirus', 'Myoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897549	Taheera	Mycobacterium phage Taheera	"['Mycobacterium phage Taheera', 'unclassified Liefievirus', 'Liefievirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1204515	Taj	Mycobacterium phage Taj	"['Mycobacterium phage Taj', 'Mycobacterium virus Taj', 'Cheoctovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2015870	Taj14	Arthrobacter phage Taj14	"['Arthrobacter phage Taj14', 'unclassified Decurrovirus', 'Decurrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201455	Takoda	Rhodococcus phage Takoda	"['Rhodococcus phage Takoda', 'unclassified Rerduovirus', 'Rerduovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1833	Rhodococcus erythropolis RIA 643	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1089107	TallGrassMM	Mycobacterium phage TallGrassMM	"['Mycobacterium phage TallGrassMM', 'unclassified Pegunavirus', 'Pegunavirus', 'Bclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2201443	Tandem	Microbacterium phage Tandem	"['Microbacterium phage Tandem', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	199592	Microbacterium paraoxydans NWU1	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2483675	Tangent	Gordonia phage Tangent	"['Gordonia phage Tangent', 'unclassified Vividuovirus', 'Vividuovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2591120	Tangerine	Gordonia phage Tangerine	"['Gordonia phage Tangerine', 'unclassified Vividuovirus', 'Vividuovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2652415	Tanis	Gordonia phage Tanis	"['Gordonia phage Tanis', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	2055	Gordonia terrae 3612	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1772319	Tank	Arthrobacter phage Tank	"['Arthrobacter phage Tank', 'Arthrobacter virus Tank', 'Tankvirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1771959	Arthrobacter sp.  ATCC 21022	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
2301545	Tapioca	Mycobacterium phage Tapioca	"['Mycobacterium phage Tapioca', 'unclassified Charlievirus', 'Charlievirus', 'Nclasvirinae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1920305	Taptic	Mycobacterium phage Taptic	"['Mycobacterium phage Taptic', 'unclassified Siphoviridae', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
1897500	Taquito	Mycobacterium phage Taquito	"['Mycobacterium phage Taquito', 'unclassified Timquatrovirus', 'Timquatrovirus', 'Siphoviridae', 'Caudovirales', 'Viruses']"	1772	Mycobacterium smegmatis mc²155	"['Microbacterium foliorum', 'Microbacterium', 'Microbacteriaceae', 'Micrococcales', 'Actinobacteria', 'Actinobacteria', 'Terrabacteria group', 'Bacteria', 'cellular organisms']"	PhageDB
