	virus tax id	virus name	host tax id	Kingdom	Phylum	Class	Order	Family	Genus	Species	7	8
11502	1647465	Salmonella phage SEN4	59202.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11503	1647466	Salmonella phage SEN5	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11504	1647466	Salmonella phage SEN5	59202.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11505	424949	Salmonella phage SETP13	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11506	424944	Salmonella phage SETP3	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11507	424947	Salmonella phage SETP7	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11508	1080800	Salmonella phage SFP10	599.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11509	1080800	Salmonella phage SFP10	1045010.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
11510	1108865	Salmonella phage Sh19	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11511	1572715	Salmonella phage Shivani	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11512	1965374	Salmonella phage Si3	595.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11513	1815968	Salmonella phage SJ46	286783.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11514	1204528	Salmonella phage SKML-39	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11515	1173760	Salmonella phage SP069	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11516	1327941	Salmonella phage SPC32H	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11517	1327942	Salmonella phage SPC32N	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11518	1125653	Salmonella phage SPN1S	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11519	1147140	Salmonella phage SPN3UB	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11520	1147140	Salmonella phage SPN3UB	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11521	1090134	Salmonella phage SPN3US	99287.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11522	1127357	Salmonella phage SPN9CC	599.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11523	1162289	Salmonella phage SPN9TCW	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11524	293644	Salmonella phage SS3e	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11525	1204529	Salmonella phage SSE121	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11526	1177632	Salmonella phage SSU5	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11527	1177632	Salmonella phage SSU5	99287.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11528	714583	Salmonella phage ST160	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11529	714583	Salmonella phage ST160	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11530	175950	Salmonella phage ST64B	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11531	1204530	Salmonella phage STML-13-1	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11532	1204531	Salmonella phage STML-198	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11533	1445860	Salmonella phage STP4-a	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11534	1868654	Salmonella phage vB_SalM_PM10	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11535	1458849	Salmonella phage vB_SalM_SJ2	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11536	1446492	Salmonella phage vB_SalM_SJ3	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11537	1168548	Salmonella phage vB_SemP_Emek	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11538	1087482	Salmonella phage vB_SenMS16	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11539	1465618	Salmonella phage vB_SenS-Ent2	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11540	1465613	Salmonella phage vB_SenS-Ent3	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11541	1211279	Salmonella phage vB_SenS_AG11	149539.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11542	1815631	Salmonella phage vB_SnwM_CGG4-1	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11543	1815631	Salmonella phage vB_SnwM_CGG4-1	108619.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11544	1168549	Salmonella phage vB_SosS_Oslo	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11545	1567025	Salmonella phage vB_SPuM_SP116	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11546	424716	Salmonella phage Vi II-E1	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11547	866889	Salmonella phage Vi06	90370.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11548	1204541	Salmonella phage wksl3	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11549	1934252	Salmonella virus BTP1	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11550	1934252	Salmonella virus BTP1	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11551	1541887	Salmonella virus Chi	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11552	1541887	Salmonella virus Chi	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11553	194701	Salmonella virus Fels2	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11554	194701	Salmonella virus Fels2	99287.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11555	1173754	Salmonella virus FSLSP030	98360.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11556	1173757	Salmonella virus FSLSP088	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11557	155148	Salmonella virus HK620	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
11558	1005056	Salmonella virus iEPS5	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11559	1005056	Salmonella virus iEPS5	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11560	10754	Salmonella virus P22	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11561	10754	Salmonella virus P22	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11562	12407	Salmonella virus PsP3	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11563	1173741	Salmonella virus SP126	28901.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11564	194966	Salmonella virus SP6	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11565	194966	Salmonella virus SP6	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11566	977927	Salmonella virus SPC35	562.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
11567	977927	Salmonella virus SPC35	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11568	977927	Salmonella virus SPC35	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11569	1141134	Salmonella virus SPN19	599.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella			
11570	173443	Salmonella virus ST64T	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11571	1540099	Salmonella virus Stitch	590.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae				
11572	1540099	Salmonella virus Stitch	90371.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11573	1987993	Salmonella virus ViI	90370.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 salmonella	 salmonella enterica		
11791	1962671	Serratia phage BF	615.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11792	2006941	Serratia phage CHI14	104623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11793	1282995	Serratia phage Eta	615.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11794	1262513	Serratia phage phiMAM1	616.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11795	1481112	Serratia phage PS2	615.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11796	1852640	Serratia phage vB_Sru_IME250	61652.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 yersiniaceae	 serratia			
11914	1445859	Shewanella phage Spp001	24.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11915	1458859	Shewanella sp. phage 1/4	22.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae				
11916	1458859	Shewanella sp. phage 1/4	50422.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11917	1458859	Shewanella sp. phage 1/4	1386772.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11918	1458860	Shewanella sp. phage 1/40	22.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae				
11919	1458860	Shewanella sp. phage 1/40	50422.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11920	1458860	Shewanella sp. phage 1/40	1386773.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11921	1458861	Shewanella sp. phage 1/41	22.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae				
11922	1458861	Shewanella sp. phage 1/41	50422.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11923	1458861	Shewanella sp. phage 1/41	1386774.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11924	1458862	Shewanella sp. phage 1/44	22.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae				
11925	1458862	Shewanella sp. phage 1/44	50422.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11926	1458862	Shewanella sp. phage 1/44	1386775.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11927	1458863	Shewanella sp. phage 3/49	22.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae				
11928	1458863	Shewanella sp. phage 3/49	50422.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11929	1458863	Shewanella sp. phage 3/49	1386776.0	bacteria	 proteobacteria	 gammaproteobacteria	 alteromonadales	 shewanellaceae	 shewanella			
11930	1416032	Shigella phage 75/02 Stx	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11931	637730	Shigella phage Ag3	621.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11932	1109721	Shigella phage EP23	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11933	1498227	Shigella phage POCJ13	42897.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11934	1414738	Shigella phage pSb-1	621.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11935	2496551	Shigella phage pSf-1	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11936	1572702	Shigella phage pSf-2	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11937	1551641	Shigella phage pSs-1	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11938	2024316	Shigella phage Sf13	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11939	2024304	Shigella phage Sf14	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11940	2024305	Shigella phage Sf17	621.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11941	2024305	Shigella phage Sf17	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11942	2024308	Shigella phage Sf21	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11943	2024308	Shigella phage Sf21	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11944	2024308	Shigella phage Sf21	83333.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 escherichia			
11945	2024320	Shigella phage Sf22	621.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11946	2024320	Shigella phage Sf22	622.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11947	2024320	Shigella phage Sf22	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11948	2024320	Shigella phage Sf22	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11949	2024309	Shigella phage Sf24	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11950	66284	Shigella phage SfII	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11951	1407493	Shigella phage SfIV	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11952	1567022	Shigella phage SfMu	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11953	1863007	Shigella phage SHBML-50-1	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11954	1541825	Shigella phage Shf125875	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11955	1002725	Shigella phage Shfl2	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11956	1863008	Shigella phage SHFML-11	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11957	1863009	Shigella phage SHFML-26	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11958	1863010	Shigella phage SHSML-45	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11959	1863011	Shigella phage SHSML-52-1	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11960	645664	Shigella phage SP18	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11961	1675531	Shigella phage Ss-VASD	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11962	2006922	Shigella phage vB_SsoS-ISF002	624.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11963	10761	Shigella virus Sf6	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
11964	1002724	Shigella virus Shfl1	623.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 enterobacteriaceae	 shigella			
12085	490912	Silicibacter phage DSS3phi2	246200.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhodobacterales	 rhodobacteraceae	 ruegeria			
12251	179237	Sinorhizobium phage PBC5	382.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12252	1524882	Sinorhizobium phage phiLM21	1449788.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12253	1357423	Sinorhizobium phage phiM12	382.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12254	1647403	Sinorhizobium phage phiM7	382.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12255	1636182	Sinorhizobium phage phiM9	382.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12256	1647405	Sinorhizobium phage phiN3	382.0	bacteria	 proteobacteria	 alphaproteobacteria	 rhizobiales	 rhizobiaceae	 sinorhizobium			
12286	373126	Sodalis phage phiSG1	343509.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 pectobacteriaceae	 sodalis			
12287	673375	Sodalis phage SO1	63612.0	bacteria	 proteobacteria	 gammaproteobacteria	 enterobacterales	 pectobacteriaceae	 sodalis			
12381	1980139	Sphingobium phage Lacusarx	2021637.0	bacteria	 proteobacteria	 alphaproteobacteria	 sphingomonadales	 sphingomonadaceae	 sphingobium			
12382	1150991	Sphingomonas phage PAU	13687.0	bacteria	 proteobacteria	 alphaproteobacteria	 sphingomonadales	 sphingomonadaceae				
12383	1150991	Sphingomonas phage PAU	13689.0	bacteria	 proteobacteria	 alphaproteobacteria	 sphingomonadales	 sphingomonadaceae	 sphingomonas			
12397	185959	Spiroplasma phage 1-C74	2133.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12398	185959	Spiroplasma phage 1-C74	2134.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12399	10854	Spiroplasma phage 1-R8A2B	2133.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12400	745349	Spiroplasma phage SVGII3	2133.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12401	93224	Spiroplasma phage SVTS2	2132.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae				
12402	455649	Spiroplasma virus SkV1CR23x	47834.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12403	10855	Spiroplasma virus SpV4	2134.0	bacteria	 tenericutes	 mollicutes	 entomoplasmatales	 spiroplasmataceae	 spiroplasma			
12472	1505027	Staphylococcus phage 23MRA	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12473	320836	Staphylococcus phage 2638A	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12474	1505026	Staphylococcus phage 3MRA	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12475	320832	Staphylococcus phage 66	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12476	1195081	Staphylococcus phage 676Z	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12477	1500386	Staphylococcus phage 6ec	1282.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12478	307898	Staphylococcus phage 812	1279.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae				
12479	1195077	Staphylococcus phage A3R	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12480	516541	Staphylococcus phage A5W	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12481	1636204	Staphylococcus phage B166	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12482	1636205	Staphylococcus phage B236	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12483	1543206	Staphylococcus phage BP39	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12484	1792269	Staphylococcus phage CNPx	1282.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12485	1464127	Staphylococcus phage DW2	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12486	1195078	Staphylococcus phage Fi200W	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12487	760530	Staphylococcus phage GH15	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12488	1453367	Staphylococcus phage GRCS	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12489	1610830	Staphylococcus phage IME-SA1	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12490	1610831	Staphylococcus phage IME-SA2	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12491	1610872	Staphylococcus phage IME-SA4	1283.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12492	1028375	Staphylococcus phage ISP	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12493	1239383	Staphylococcus phage JD007	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12494	1273712	Staphylococcus phage JS01	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12495	1296641	Staphylococcus phage LH1	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12496	1524910	Staphylococcus phage MCE-2014	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12497	1195079	Staphylococcus phage MSA6	46170.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus	 staphylococcus aureus		
12498	1526408	Staphylococcus phage P108	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12499	1195080	Staphylococcus phage P4W	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12500	204090	Staphylococcus phage P68	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12501	668618	Staphylococcus phage P954	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12502	430796	Staphylococcus phage phi2958PVL	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12503	874267	Staphylococcus phage phi5967PVL	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12504	874268	Staphylococcus phage phi7247PVL	1279.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae				
12505	1165702	Staphylococcus phage phi7401PVL	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12506	1519999	Staphylococcus phage phiBU01	1334189.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12507	1340769	Staphylococcus phage phiIBB-SEP1	1282.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12508	1572704	Staphylococcus phage phiIPLA-C1C	29387.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12509	1572703	Staphylococcus phage phiIPLA-RODI	29387.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12510	1698421	Staphylococcus phage phiJB	1280.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus			
12511	225979	Staphylococcus phage phiN315	158879.0	bacteria	 firmicutes	 bacilli	 bacillales	 staphylococcaceae	 staphylococcus	 staphylococcus aureus		
